序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【海军舰载飞行员张超牺牲 细节首次公开】报故2秒、处置跳伞4.4秒，为控制飞机，他放弃第一时间跳伞……4月27日，张超在执行上舰前陆基飞行训练任务时因突发故障不幸殉职，年仅29岁。危机关头，他果断处置，自己却重重摔在了跑道上。此刻，发条微博，向年轻的生命致敬，转起送别！ ????????                                            ", 2016-7-31 22:10,205,156,822,360安全浏览器,E1r5js1u9
2,"
                                                                                                    7月29日，重庆永川区，男子严某驾车与一辆直行小轿车发生擦挂。31日，在交警队事故处理室，严某不满自己被认定全责，从挎包里掏出菜刀，将另一辆车驾驶员砍伤，将事故处理民警陶佳砍死，逃跑中被追击制服，目前被刑拘。陶是部队转业干部，年仅34岁。                                            ", 2016-7-31 21:52,406,302,1190,小米,E1qXNcHYT
3,"
                                                                                                    【重庆永川区公安局交巡警支队民警陶佳因公牺牲】7月31日上午，陶佳（安徽安庆人，2013年部队转业干部，二级警司）在处置一起交通事故时，被犯罪嫌疑人用菜刀砍伤，经抢救无效不幸牺牲，年仅34岁。问苍穹何者不朽，唯忠诚永不落幕！战友，一路走好！ @平安重庆 ????????                                            ", 2016-7-31 20:50,793,571,1190,小米,E1qyP5xpu
4,"
                                                                                                    【广西女子卖掉女儿还忙着数钱 举百元大钞验真假】去年，女子龙某以1.9万卖掉小女儿，又以1.3万卖掉大女儿。卖大女儿时，龙某甚至当着女儿的面数钱。近日，法院认定龙某犯拐卖儿童罪罪名成立，处于哺乳期的龙某被判有期徒刑3年缓刑5年。警方追回两个孩子，交由孩子父亲抚养。O网页链接 ????????                                            ", 2016-7-31 19:57,251,287,174,小米,E1qdbuMyB
5,"
                                                                                                    【流鼻血，不要仰头！】流鼻血时，很多人会立即仰头，其实这样做非但不管用，还可能带来危险。专家建议，止鼻血的正确方法应该是：轻轻捏住鼻翼（鼻骨以下柔软部位）。鼻腔内血管受压，有助于血液更快凝结止血。头部稍微前倾，这样鼻血就会从鼻孔流出，而不会进入喉咙。                                            ", 2016-7-31 19:25,268,28,123,小米,E1q0qdxFF
6,"
                                                                                                    【又一条小生命！江苏一16个月大女童 栽进水桶不幸溺亡】29日，盐城市滨海县境内发生一起悲剧，一16个月大的女童不慎一头栽进家中盛有水的小白桶内，被发现时已经溺亡。事发时，孩子的奶奶在家后面摘豆角，没太在意。当家人把孩子送到卫生室抢救时，孩子已没有生命体征。°盐城滨海一16个月大女童 栽进水桶不幸溺亡 ????????                                            ", 2016-7-31 15:01,213,197,159,360安全浏览器,E1oh62RVt
7,"
                                                                                                    【轻松一刻】“侬开撒门啦？格的能开门伐啦？！”“侬哪能开车子额啦？！哦哟，我帮侬扶起来么好来...”唉唉唉。。。咻……嗙……L秒拍视频 #论遵守交通规则的重要性# （@警民直通车-徐汇站????） ????????                                            ", 2016-7-31 14:38,220,89,202,小米,E1o7R5B36
8,"
                                                                                                    【征兵模式开启，看基层官兵自制的“草根”征兵宣传片！】青春如何选择，不同的人会有不同的答案。在军营，他们的青春是两道拐，他们的青春是两杆枪！军营那么大，军营这么美，热血青年你们不想来看看？L秒拍视频（人民前线）#男神都上交国家了# ????????                                            ", 2016-7-31 13:02,193,57,348,小米,E1nv0cfoq
9,"
                                                                                                    【小偷盗窃被户主持刀堵在屋内 连打2次110求救】25日，四川李大爷外出回家，发现家里进贼了！李大爷冲进厨房抓起一把菜刀，将小偷堵在屋内：""你跑到我家干啥？年纪轻轻的不学好！""小偷吓得2次报警求助。被抓后，小偷称：""这次出来以后，我保证再也不来了""…O老人持刀将小偷堵在家中??小偷连续2次报警“求... 早知今日何必… ????????                                            ", 2016-7-31 12:06,156,101,274,360安全浏览器,E1n88aVH2
10,"
                                                                                                    神级“秒杀”包。不服来辩                                            ", 2016-7-31 11:08,150,28,1691,小米,E1mKv9ySc
11,"
                                                                                                    #蜀黍带你涨姿势#【航班延误食宿自理？民航局再释航班延误新规】日前，交通运输部发布《航班正常管理规定》，其中第二十九条规定令很多网友不淡定了。因为新规似乎在说：以后航班延误，航空公司可能不承担食宿费用了。这样理解对不对呢？民航局相关负责人作出回应。详见链接：°民航局再释航班延误新规：符合合同法 勿断章... ??????????查看图片                                            ", 2016-7-31 11:00,125,52,48,微博 weibo.com,E1mHaeGkO
12,"
                                                                                                    #微博辟谣#【长期吃 #隔夜菜可致癌是谣传# 】最近又在网传的长期吃隔夜菜可能致癌，让不少人心里打起鼓，吃隔夜菜真的不安全吗？剩菜放置一夜后会发生什么变化？L秒拍视频????@法制晚报????记者分别自制了3份炒菜及一份沙拉，并从饭店订购了两个炒菜（样品均放置于冰箱储存）。经过食品安 ????????...展开全文c                                            ", 2016-7-31 10:31,265,73,101,微博 weibo.com,E1mvo5Z2d
13,"
                                                                                                    【太吓人！边骑车边听音乐被撞 少女险被耳机线“割喉”】近日，淮安发生一起电动车相撞事故，一戴着耳机听歌的女孩摔了下来，脖子被缠绕着的耳机线勒出一个近5公分的口子，鲜血直流…民警赶忙稳住女孩头部防止伤口撕裂。医生：耳机线若割到动脉，后果不堪设想。提醒：骑车时勿戴耳机、围巾！ ????????                                            ", 2016-7-31 09:58,239,90,121,微博 weibo.com,E1mhZu8z5
14,"
                                                                                                    “中国何时能派一名运动员参加奥运会？何时能派一支代表队参加奥运会？何时能自己举办一届奥运会？”100多年前的“奥运三问”，中国人这样做了回答↓↓#一起看奥运#，一起为中国奥运健儿加油！（@人民日报 ）O网页链接 ????????                                            ", 2016-7-31 09:37,212,68,382,小米,E1m9uC7o5
15,"
                                                                                                    【广州出租屋厕所爆炸 一住户进了ICU 引爆者竟是它?!】番禺沙头街汀根村一租户的亲戚称，28日早上，她姐姐居住的出租屋厕所突然爆炸，姐姐和姐夫都被炸伤，同时屋内也发生火灾。经查，引起爆炸的竟是厕所下水道内积聚的沼气！°广州出租屋厕所爆炸 一住户进了ICU 引爆者竟... 专家：要定期对厕所化粪池进行疏通和清理。 ????????                                            ", 2016-7-31 09:29,138,68,67,微博 weibo.com,E1m6dDl4P
16,"
                                                                                                    【男子买毒蛇放生不幸被咬 不治身亡】近日，厦门一男子买毒蛇去山上放生时，不幸被咬到，毒性发作，不治身亡。据悉，男子从事帮人买蛇放生的工作，已经做了很多年。这次是被眼镜蛇咬到，送到医院时已经没有了生命迹象。""可能是来不及用绳子绑住伤口上方。""O网页链接 如何辨别蛇是否有毒？ ????????                                            ", 2016-7-31 08:57,430,393,309,微博 weibo.com,E1lTe4r6a
17,"
                                                                                                    【男子被狗咬伤手指没打疫苗 40多天后病危】40多天前，山东陈先生被流浪狗咬伤。他简单处理了一下伤口，没去打狂犬疫苗，那条流浪狗也跑得不见了踪影。可没想到，前几天他竟然出现狂犬病症状，目前病情危重。提醒：人患狂犬病后致死率几近100%，以预防为主。O网页链接 狂犬病可防不可治！ ????????                                            ", 2016-7-31 08:25,356,149,120,微博 weibo.com,E1lGfaI94
18,"
                                                                                                    【19款海淘奶粉抽检40%不合格 严重可致宝宝智力低下】许多年轻妈妈热衷海淘洋奶粉，认为又便宜又安全！近日央视一栏目网购19款热销奶粉测试，有8个样品的铁、锰、碘、硒实测值不符合我国的食品安全标准，不合格率达42.1%，长期食用危害宝宝健康，严重的可致宝宝智力低下。(央视)°全球19款畅销海淘奶粉安全大检测！妈妈必看！ ????????                                            ", 2016-7-31 07:54,574,213,109,微博 weibo.com,E1ltF7g3o
19,"
                                                                                                    #断链行动#【广西端掉“兵工厂”缴获大批炮弹】桂林雁山分局抓获一在逃涉嫌非法制造枪支弹药、网络贩卖枪支弹药犯罪嫌疑人刘某，缴获子弹数千枚、炮弹及半成品一批及用于制造枪支的钢管等配件一批，并协助山东警方调查取证，固定网络电子证据，成功拿下犯罪嫌疑人刘某某的口供。O网页链接 ????????                                            ", 2016-7-31 07:22,549,389,228,微博 weibo.com,E1lgFARYd
