序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    战友们，辛苦了！注意别中暑了！                                            ", 2016-7-31 22:51,107,16,23,微博 weibo.com,E1rm23Gf9
2,"
                                                                                                    【神速！消防战士“秒救”轻生男】今天早晨8时30分许，在北辰区宜景园2号楼21层的楼顶，一男子欲轻生跳楼。民警现场规劝无果，一直僵持到上午11时许。见男子坚持不下来，两名消防战士爬上紧邻一栋楼的楼顶，飞身朝男子扑去，紧紧抱住他，整个过程连一秒钟都不到！为咱天津消防官兵点个大大的赞                                            ", 2016-7-31 21:09,81,18,150,HUAWEI Mate S,E1qGllD0H
3,"
                                                                                                    截至20时30分，广西自治区公安消防部队尚未接到此次地震救援的报警。据悉，地震一发生，当地消防官兵就启动应急预案，做好地震救援准备，随时准备出警救援。                                            ", 2016-7-31 20:42,54,5,1052,微博 weibo.com,E1qvI8T1X
4,"
                                                                                                                                                ", 2016-7-31 15:35,108,13,77,iPad客户端,E1ouSy4dB
5,"
                                                                                                    神勇！贵州消防员大火中抱出失去知觉的小男孩，10分钟施救从死神手中夺回他的生命！『神勇！贵州凯里消防员大火中抱出失去知觉小男孩，消防员10分钟施救从死神手中抢回男孩』O神勇！贵州凯里消防员大火中抱出失去知觉小男... ????????                                            ", 2016-7-31 13:20,219,45,169,HUAWEI Mate S,E1nC6eliN
6,"
                                                                                                    【实用！戒指无法取下，消防员一根棉线搞定！】27日，无锡一男子向东北塘派出所求助，称戒指卡在手指上。原来，他和老婆打赌，想模仿消防员取戒指，可谁知取不下。最后，消防员用一根棉线就取了下来。你遇到过此类情况吗？戳视频学习↓提示：请勿故意模仿，以免发生意外！ L人民日报的秒拍视频 ????????                                            ", 2016-7-31 10:30,268,33,70,HUAWEI Mate S,E1mv9iBag
7,"
                                                                                                    课堂上做化学实验要严格遵守操作规程！                                            ", 2016-7-31 10:27,166,12,39,HUAWEI Mate S,E1mu8lAS1
8,"
                                                                                                    #表情包致敬消防员#辣么多人都有了专属表情包，消防哥哥表示“宝宝有小情绪”。八一建军节，消防哥哥有了心心念念的表情包，一张张帅气十足的消防表情，诚挚向全国消防人员致敬。 ????????                                            ", 2016-7-31 08:01,5620,756,1691,微博 weibo.com,E1lwveCML
9,"
                                                                                                                                                ", 2016-7-30 22:53,87,18,82,iPad客户端,E1hWrAg8J
10,"
                                                                                                    #热点#【台湾大巴事故司机酒驾上路 曾扬言干一票大的】昨日，台湾检方通报事故车苏姓司机为酒后驾车。据台媒报道，苏某的同事和友人说，其过去言谈中对时局和公司都很不满，曾说“总有一天会做惊天动地的事”、“干一票大的”。事发当天苏某因延误行程挨骂。O台大巴事故司机曾扬言干票大的                                            ", 2016-7-30 22:33,69,10,29,微博 weibo.com,E1hO5B8Qb
11,"
                                                                                                    #消防提示#【正值夏季，家中不要“收留”火灾隐患】夏季高温，稍不注意的小细节就会引起大火灾，时刻留意身边火灾隐患，养成良好的作业习惯，这些知识你一定要知道↓ ????????                                            ", 2016-7-30 21:04,436,23,12,iPad客户端,E1he1AC5K
12,"
                                                                                                                                                ", 2016-7-30 20:58,126,4,5,iPad客户端,E1hbviLAA
13,"
                                                                                                    纯国产大片《葫芦娃》，特效我给99分，结局绝对让你意想不到！PS：请在确保安全的前提下玩火！ O网页链接 ????????                                            ", 2016-7-30 12:59,244,34,69,HUAWEI Mate S,E1e2Xj5m3
14,"
                                                                                                    太可怕了！夏天，千万别把这些物品放车里↓                                            ", 2016-7-30 12:19,176,3,26,HUAWEI Mate S,E1dN6wNhf
15,"
                                                                                                    【郭声琨：公安现役部队全面实施政治建军、改革强军、依法治军】八一建军节到来之际，国务委员、公安部党委书记、部长郭声琨28日来到公安部消防局，通过视频指挥系统了解指导公安消防部队抗洪抢险工作，向奋战在一线的广大公安消防官兵致以崇高敬意和亲切慰问，向广大公安现役官兵致以节日问候。郭声琨 ????????...展开全文c                                            ", 2016-7-30 10:18,272,16,41,微博 weibo.com,E1cZQBSW7
