序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #世界肝炎日# 认清乙肝治疗虚假广告，听听南京市第二医院肝病科主任医师杨永峰怎么说：O微专题｜你吹你的“包你转阴”，我炼我的火眼金... ????????                                            ", 2016-7-28 16:24,转发,评论,赞,360安全浏览器,E0WxeuHbu
2,"
                                                                                                    #世界肝炎日# 7月28日是世界肝炎日，世界卫生组织呼吁更多公众：了解肝炎，立刻行动！戳链接：O微专题｜了解肝炎，立刻行动！ ????????                                            ", 2016-7-28 16:20,1,评论,赞,360安全浏览器,E0WvVx7iV
3,"
                                                                                                    #江苏好人榜# 梁星涛，生前系宝应县西安丰镇中心卫生院医生。他行医近40年，只要村民有需要随叫随到，义务上门出诊，能省则省不开高价药，被大家称为“省钱大夫”、“平民医生”。2016年3月30日，梁医生在为患者看病时突发心肌梗塞，不幸离世。O江苏文明网???? 秦春凤 ????????                                            ", 2016-7-28 14:35,转发,评论,1,360安全浏览器,E0VP7Ezza
4,"
                                                                                                    1964年，坦噶尼喀和桑给巴尔组成坦桑尼亚联合共和国。同年，中国向桑给巴尔派出医疗队。如今已是第26批。这批来自江苏无锡的队员共21人，分为两队，驻扎在该地区最大的两个岛——桑给巴尔岛和奔巴岛上。自2015年6月赴任以来，第26批援桑医疗队已经诊疗患者7万余人次，实施手术2500多台，接生新生儿数量 ????????...展开全文c                                            ", 2016-7-28 14:18,转发,评论,3,360安全浏览器,E0VI97IZs
5,"
                                                                                                                                                ", 2016-7-28 09:25,转发,1,53,360安全浏览器,E0TNnaDSu
6,"
                                                                                                    7月12日，省人社厅、省卫计委联合出台《关于进一步改革完善基层卫生专业技术人员职称评审工作的实施意见》，取消基层医院医生高级职称外语、计算机成绩要求，论文、科研不做硬性规定。这一新政让基层的医生喜出望外，也让会看病的医生更有盼头！详情戳链接：°让会看病的医生更有盼头 ????????                                            ", 2016-7-28 09:25,2,1,1,微博 weibo.com,E0TN7a3Y4
7,"
                                                                                                    #江苏好人榜# 翟建新，无锡市第二人民医院皮肤科主任医师、科主任助理，中共党员。14年来，他坚持用自己的专业知识和无私爱心，倾力救助市福利院里的孤寡老人、残疾儿童100多人。他的手机为这些老人和孩子24小时开机，不管多晚多累，他都随叫随到。近几年，他还资助了10名山区贫困大学生。戳链接看看他 ????????...展开全文c                                            ", 2016-7-25 16:25,转发,评论,1,360安全浏览器,E0uggaezq
8,"
                                                                                                    今日是大暑，天气高温闷热，心气最易亏耗，往往引发中暑，我们该如何预防呢？戳链接：O微专题｜大暑节气防中暑 ????????                                            ", 2016-7-22 13:27,转发,评论,赞,360安全浏览器,E00OpqTW6
9,"
                                                                                                                                                ", 2016-7-22 09:25,转发,评论,39,360安全浏览器,DFWGBxOGa
10,"
                                                                                                    #江苏盐城龙卷风冰雹# 有一种爱叫做舍身忘己，有一种真叫做无私奉献，有一种精神叫做众志成城。“6·23盐城龙卷风冰雹特大灾害”发生后，党中央、国务院作出重要批示，省委和省政府主要领导高度重视，当晚即赶到灾区现场指挥。省卫生计生委第一时间启动应急响应，全力组织做好医疗救治和卫生防疫工作， ????????...展开全文c                                            ", 2016-7-22 09:24,4,评论,赞,专业版微博,DFWGaFqrb
