序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【“爱在阳光下——2016中非儿童北京夏令营”开营式在京举行】“爱在阳光下——2016中非儿童北京夏令营”开营式29日在北京故宫举行，南非总统夫人托贝卡、世界卫生组织总干事陈冯富珍、联合国艾滋病规划署执行主任西迪贝出席，中国和非洲国家受艾滋病影响儿童、有关国家驻华使节、国际组织代表等200多 ????????...展开全文c                                            ", 2016-7-30 09:43,20,12,16,专业版微博,E1cLJ7QPW
2,"
                                                                                                    8月起这些新规新影响你我生活[推荐]                                            ", 2016-7-29 16:56,20,2,57,微博 weibo.com,E16aIyFNA
3,"
                                                                                                                                                ", 2016-7-29 16:52,4,5,6271,360安全浏览器,E169fx4ph
4,"
                                                                                                    【喝酒六大误区 你中招了吗？】酒是聚会和应酬时常见的饮品。众所周知，过量饮酒对身体有害，赶紧戳图↓看看喝酒都有哪六大误区！ ????????                                            ", 2016-7-29 15:33,81,10,15,微管家-,E15DdtSqL
5,"
                                                                                                    特别提醒各位家长：儿童应尽量避免接触激光                                            ", 2016-7-29 14:15,6,2,4,微博 weibo.com,E157Gw4YL
6,"
                                                                                                    【用“望闻问切”法让“天使”起飞】 为规范新入职护理人员的职业行为，提高临床护理工作能力，青岛开发区第一人民医院护理部创新望闻问切法对新入职护士进行岗前培训：“望”表知里，仪容仪表培训注重服务内涵；“闻”声会意，人文理念培训注重患者感受；“问”题解惑，理论培训注重内容丰富；“切” ????????...展开全文c                                            ", 2016-7-29 13:35,14,8,14,微博 weibo.com,E14R55TD7
7,"
                                                                                                    【控烟在路上：17副手套的承诺】在上海，有这样一群控烟志愿者，他们有着不同的职业，不同的年龄，却有着同样一个信念：为了健康，劝阻身边的人远离烟草。发宣传单、排戏、送手套....这些老人控烟的方法还有更多@世界卫生组织 @健康上海12320??????L秒拍视频 . ????????                                            ", 2016-7-29 11:32,9,1,2,秒拍网页版,E143fF3Cw
8,"
                                                                                                    【我国将建10个中医药旅游示范区】近日，国家中医药管理局、国家旅游局联合印发《关于开展国家中医药健康旅游示范区（基地、项目）创建工作的通知》，计划未来3年在全国建成10个国家中医药健康旅游示范区、100个示范基地、1000个示范项目。 ????????                                            ", 2016-7-29 10:24,12,7,9,微管家,E13BxFeTx
9,"
                                                                                                    不忘初心、继续前进                                            ", 2016-7-29 09:28,18,3,367,360安全浏览器,E13eSCABa
10,"
                                                                                                    【多部门跨海援救早产儿】7月27日夜，广西壮族自治区北海涠洲岛一名早产婴儿出生后即呼吸困难，生命岌岌可危。由于海岛医疗条件有限，这名婴儿急需转出岛治疗，却因台风“银河”来袭，北海至涠洲岛航线停航而受困。28日下午，经北海市多部门联动跨海救援，这名婴儿脱离生命危险。 ????????                                            ", 2016-7-29 09:23,3,4,28,微管家-,E13daxqbQ
11,"
                                                                                                    #洪水过后防高温#本次访谈就到这里啦，暴雨高温夹击，希望大家都能健康过夏天 ????????                                            ", 2016-7-28 15:33,1,1,2,360安全浏览器,E0WcKqfg9
12,"
                                                                                                    网友你好！夏季炎热，宝宝由于体温中枢尚未发育完善，易受到外界环境温度影响，出现低热、痱子、哭闹、食欲下降等症状。建议常为宝宝洗澡、勤换衣物和尿布，保持皮肤干燥，提供易消化辅食，保持室温26-28℃。出现低热时，可用温湿毛巾在宝宝额部、颈部进行物理降温。                                            ", 2016-7-28 15:30,5,1,赞,360安全浏览器,E0WbhsGNr
13,"
                                                                                                    这位网友，您好。对于环卫工人等高温天气下户外工作的人群，应合理安排工作时间，轮换作业，减少高温暴露时间；工作期间做好防护措施，尽量穿浅色、长袖衣服、戴遮阳镜遮阳帽，并涂抹防晒霜，携带足够的饮用水和防暑药品。谢谢                                            ", 2016-7-28 15:13,3,1,1,360安全浏览器,E0W4xlUjZ
14,"
                                                                                                    网友你好！预防措施：大量饮水（至少每小时补充2-4杯凉水），补充盐分（根据出汗量适量增加食用盐量），矿物质（适量饮用运动饮料），注意清淡高蛋白饮食（进食鱼类、蛋类以及西瓜、苦瓜、西红柿、黄瓜、绿豆等清热利湿的食物），按时作息（不熬夜），穿轻薄浅色服装，不长时间待在高温环境，。                                            ", 2016-7-28 15:08,5,1,1,360安全浏览器,E0W2riqZn
15,"
                                                                                                    这位网友，您好。中暑分为轻症中暑和重症中暑，重症中暑包括热痉挛、热衰竭、热射病。热射病的症状包括，面色苍白、心率加快、头痛、头晕或眩晕、初始大汗而后皮肤干燥无汗，体温可达41度或更高，严重者可失去意识。谢谢您的提问。                                            ", 2016-7-28 15:02,5,评论,赞,360安全浏览器,E0W0d2tYJ
16,"
                                                                                                    网友你好！夏季是腹泻的高发季节，由感染性因素和非感染性因素引起。饮食、饮水不洁多导致感染性腹泻。主要采取服用抗菌素或对症治疗。生冷、油腻食物可导致胃肠功能紊乱，出现腹泻，多为非感染性腹泻，不用服用抗生素。中暑可出现恶心、呕吐，但很少出现腹泻。                                            ", 2016-7-28 14:57,5,1,2,360安全浏览器,E0VXZCAws
17,"
                                                                                                    这位网友，您好。如果中暑了，病人尚未出现意识障碍，应该停止一切活动，并静坐或平躺在凉爽的地方休息，饮用淡盐水或稀释清爽的果汁。若已经出现昏迷，应尽量让病人平躺并采用冰块、湿毛巾等物理降温措施，请立即到医院就诊。                                            ", 2016-7-28 14:53,2,1,1,360安全浏览器,E0VWBD7k2
18,"
                                                                                                    这位网友你好！暴雨洪涝灾害后应加强传染病监测，做好食品、环境、饮水卫生，消灭四害为主的防控工作。对灾区群众来说应做好个人卫生，喝开水、吃熟食、勤洗手，劳逸结合，平衡膳食，作息规律，提高机体抵抗力。身体出现不适时，如腹泻、呕吐、发热、皮肤黄染、手足皮疹、口腔疱疹或溃疡时，及时就诊。                                            ", 2016-7-28 14:48,1,评论,1,360安全浏览器,E0VUdzGYT
19,"
                                                                                                    这位网友你好！高温高湿强热辐射天气可导致人体体温调节、水盐代谢以及身体各器官出现变化，导致中暑。主要症状包括：头疼、头晕、恶心、呕吐、大汗、脸色苍白、抽搐、昏厥。预防措施：大量饮水、补充盐分和矿物质，注意清淡高蛋白饮食，按时作息，穿轻薄浅色服装，图防塞霜，不长时间待在高温环境。                                            ", 2016-7-28 14:40,转发,评论,赞,360安全浏览器,E0VRbk7e4
20,"
                                                                                                    这位网友，您好。从“衣食住行”来回答，“衣”：外出时穿长袖、浅色、透气性好的衣服，带太阳镜使用遮阳伞。“食”：补充清淡营养丰富的蛋白质（如鱼、肉、蛋、奶），维生素（新鲜的蔬菜和水果），及时补充水份。“住”：正确使用空调等降温措施。“行”：避免上午十点到下午四点外出和运动。                                            ", 2016-7-28 14:38,转发,评论,1,360安全浏览器,E0VQokUbJ
21,"
                                                                                                    #洪水过后防高温# 访谈即将开始，中国疾控中心传防处张静、 环境所程义斌两位专家已经来到现场，开始解答网友们的问题。洪水后、高温天气下，如何防病？快来提问吧#洪水过后防高温# ????????                                            ", 2016-7-28 14:32,18,5,8,360安全浏览器,E0VNXCWzx
22,"
                                                                                                    【5分20秒动画，告诉你乳腺癌高危因素】乳腺癌的可控因素和固定因素有哪些？生活中药注意什么？5分20秒视频为您解疑答惑，规避风险，降低几率。转发学习吧↓ L秒拍视频 . ????????                                            ", 2016-7-28 12:45,120,14,38,秒拍网页版,E0V6u64e0
23,"
                                                                                                                                                ", 2016-7-28 10:12,4,2,53,360安全浏览器,E0U6vvbEu
24,"
                                                                                                    夏季防晒怎么做？专家告诉你！提问快戳：O网页链接 @全国卫生12320                                            ", 2016-7-28 10:00,4,2,3,360安全浏览器,E0U1ldP2y
25,"
                                                                                                    消除偏见，拥抱改变！                                            ", 2016-7-28 09:23,11,6,19,360安全浏览器,E0TMk7evc
26,"
                                                                                                    【世界肝炎日：关于乙肝，你该知道的】①乙肝病毒的传播途径主要为母婴传播、血液传播和性传播；②蚊虫叮咬不会传播；③同办公室工作、握手、一起用餐和共用厕所等无血液暴露的接触，一般不传染…我国乙肝病毒感染者约9300万人，其中约7300万为乙肝病毒携带者。今天，世界肝炎日，了解乙肝，拒绝歧视！ ????????...展开全文c                                            ", 2016-7-28 09:07,38,7,7,微管家-,E0TFSBG2o
27,"
                                                                                                    此榜单由新浪微博提供数据进行排名。恭喜@全国卫生12320 @首都健康 @济南献血者之家 @北京12320在聆听 @健康八桂 @健康上海12320 @健康成都官微 @青岛卫生计生官微 @天津健康 @诸暨市卫生和计划生育局 @北京市疾病预防控制中心 @健康双流 @北京健康教育 @健康-广东 @北京西城健康教育 @健康新津                                            ", 2016-7-27 17:28,251,28,33,微博 weibo.com,E0NwG0jqy
28,"
                                                                                                    【发榜！卫生计生系统微博上半年榜单出炉！】2016年1-6月，卫生计生微博哪家强？前五分别为：@健康中国 @全国卫生12320 @首都健康 @济南献血者之家 @北京12320在聆听 更多排名，请戳图查看↓ ????????                                            ", 2016-7-27 15:55,347,77,33,微博 weibo.com,E0MUWizna
29,"
                                                                                                    7月25日，杭州的最高气温冲破40℃，达到了40.3℃，南京、武汉、长沙、南昌、重庆等地的气温也分别攀升至38℃～39℃，1/3中国进入“烧烤”模式。高温天气会对人体健康造成什么影响？我们应该如何应对？看看文章里介绍了哪些有效的应对措施！@中国人口报 °高温天气  你该如何保护自己 ????????                                            ", 2016-7-27 14:23,17,6,9,微博 weibo.com,E0MjzChME
30,"
                                                                                                    #洪水过后防高温#这个夏天，我国多地受到洪水、高温侵袭。洪涝灾害中要重点预防哪些疾病？高温天气中如何预防中暑？7月28日下午14:30-15:30，@健康中国 邀请疾病防控专家教您如何健康过夏天，赶快来提问吧！#洪水过后防高温# ????????                                            ", 2016-7-27 14:15,30,11,26,微博 weibo.com,E0MgsE4Wj
31,"
                                                                                                    【我们在一起】视频记录了一位抗战老兵抗争癌症日子中平凡的一天，曾经历硝烟与战火的八十五岁耄耋老兵，把晚年的安康全心托付给了这群白衣天使。老人写下这样一段话：那微笑的面容，浅淡温暖，逐渐隐没在忙碌的身影后，生命是本太仓促的书，还好，有你们陪我写完最后一页。 L秒拍视频 ????????                                            ", 2016-7-27 11:09,5,5,16,秒拍网页版,E0L2SsdTa
32,"
                                                                                                    健康中国行 走进齐鲁大地                                            ", 2016-7-27 09:27,3,2,1,微博 weibo.com,E0KnN0TCR
33,"
                                                                                                    【国家儿童医学中心将设立】国家卫生计生委印发国家儿童医学中心及国家儿童区域医疗中心设置规划，决定在全国遴选设置1个国家儿童医学中心。原则上在华北、东北、华东、中南、西南、西北6个区域各遴选1所儿童医院或儿科实力突出的综合医院作为主体，设置6个国家儿童区域医疗中心。国家儿童医学中心以国 ????????...展开全文c                                            ", 2016-7-27 09:02,39,17,19,微博 weibo.com,E0KdEuJS8
34,"
                                                                                                    转发微博                                            ", 2016-7-27 08:48,7,7,15,微博 weibo.com,E0K7Q0hPH
35,"
                                                                                                    【高温中暑，怎么办？】根据症状的轻重，高温中暑可分为轻症中暑和重症中暑。轻症中暑可表现为头晕、头疼、面色潮红、口渴、大量出汗、全身乏力、心悸、脉搏快速、注意力不集中、动作不协调等。重症中暑包括热痉挛、热衰竭和热射病。万一中暑，自救、紧急处理措施要掌握！转发学习[推荐] ????????                                            ", 2016-7-26 17:10,47,22,15,微博 weibo.com,E0DYStE8V
36,"
                                                                                                    【防中暑，这样做】暴雨过后高温来袭，全国多地发布高温预警。高温天气里，老年人、婴幼儿、儿童、精神疾病患者及慢性病患者最易中暑，进行重体力劳动或剧烈的体育运动，即使是健康的年轻人也可能发生高温中暑。如何防止中暑，转发学习↓↓ ????????                                            ", 2016-7-26 13:52,37,6,6,微管家-,E0CGzFGmW
