序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #晚安江苏#无论遇见谁，她都是你生命中该出现的人，绝非偶然。 ????????                                            ", 2016-7-31 22:56,7,16,26,iPhone 6s,E1rnMdPUW
2,"
                                                                                                    #气温琅琊榜# 22点全省最高31.9度，江浦！嗯，没有前几天热啦，大家觉得呢？ ????????                                            ", 2016-7-31 22:11,2,7,7,iPhone 6s,E1r5R7Jjd
3,"
                                                                                                    蝶恋花！好漂亮                                            ", 2016-7-31 22:05,3,4,6,iPhone 6s,E1r3lFyb3
4,"
                                                                                                    #空气质量日报#2016年7月31日，我省13个省辖城市空气质量以良-轻度污染为主，AQI（空气质量指数）范围在72～185之间，首要污染物为O3。via@江苏环保 ????????                                            ", 2016-7-31 18:44,转发,3,4,360安全浏览器,E1pJGcpog
5,"
                                                                                                    希望平安！                                            ", 2016-7-31 17:24,10,2,2229,iPhone 6s,E1pdlfuVx
6,"
                                                                                                    #空气质量预报#今天夜间到明天白天我省空气质量以良为主。未来三天无霾。预报由江苏省气象台和江苏省环境监测中心联合发布 ????????                                            ", 2016-7-31 17:11,2,2,4,360安全浏览器,E1p7KCu21
7,"
                                                                                                    天蓝蓝                                            ", 2016-7-31 16:26,6,3,赞,iPhone 6s,E1oPIbwRe
8,"
                                                                                                    #全省天气#【高温报告】全省今天夜里到明天多云，其中淮北及苏南地区有时阴有阵雨或雷雨，全省东南风3-4级，有雷雨地区雷雨时短时阵风8-9级。明晨最低温度: 江淮之间北部和淮北地区26～27℃，其它地区28℃左右，明天最高温度: 本省西部地区35～36℃，其它地区33～34℃。详情戳图↓↓↓ ????????                                            ", 2016-7-31 16:06,4,2,4,360安全浏览器,E1oHBynFf
9,"
                                                                                                    #降水追踪#【徐州、连云港注意】徐州、睢宁、东海、赣榆部分地区正在被局部，需要防范雷电，短时强降水、雷雨大风等强对流天气。 ????????                                            ", 2016-7-31 15:42,1,5,11,iPhone 6s,E1oxIFmJf
10,"
                                                                                                    #实况聚焦#连续火红的日子呀[崩溃][崩溃][崩溃]赶紧来场雨降降温吧[巨汗][巨汗][巨汗] ????????                                            ", 2016-7-31 15:19,2,12,7,360安全浏览器,E1ooAgzbc
11,"
                                                                                                    #气温琅琊榜# 今天14点全省最高36.4度，江都和高淳！高温火候略减，大家感觉到了吗？2号除了西南部35度左右，其他地区都告别高温噢，期待 ????????                                            ", 2016-7-31 14:51,5,3,6,iPhone 6s,E1odbpK90
12,"
                                                                                                    夏威夷！                                            ", 2016-7-31 11:21,14,12,46,iPhone 6s,E1mPPcIaj
13,"
                                                                                                    阳光烤树叶                                            ", 2016-7-31 11:19,3,4,5,iPhone 6s,E1mOWdfOi
14,"
                                                                                                    #生活小贴士#【水果零食当午餐不健康】有不少女同事都习惯午餐用水果、零食代替。这类节食方法不宜久用，如果长期让肠胃在白天得不到锻炼，其功能也会逐渐退化。蔬菜含有更为丰富的膳食纤维，能促进肠蠕动，让肠胃新陈代谢保持正常。主食则能提供零食所没有的热量，而且零食多为包装产品，添加剂较多。 ????????                                            ", 2016-7-31 10:22,转发,1,4,微博 weibo.com,E1mrX36tj
15,"
                                                                                                    #全省天气#【高温报告】今天下午淮北地区多云有时阴有阵雨或雷雨，局部雨量大,其它地区晴到多云,局部有时阴有阵雨或雷雨,夜里全省多云，全省东南风３-４级，有雷雨地区雷雨时短时阵风8-9级，今天最高温度:淮北地区33℃左右，本省西南部地区37℃左右，其它地区35～36℃，明晨最低温度28℃左右。 ????????                                            ", 2016-7-31 10:18,1,评论,5,微博 weibo.com,E1mqlv3e6
16,"
                                                                                                    江苏省气象台2016年07月31日9时49分变更#高温黄色预警#。预计今天白天无锡、镇江、扬州、常州、泰州南部和南京部分地区最高气温可达37℃。请注意防范。 ????????                                            ", 2016-7-31 10:01,5,评论,4,iPhone 6s,E1mjw2JBZ
17,"
                                                                                                    #城市天气#今天全省晴热为主，好消息是南部气温稍有下降。气温详情如下：南通27~35℃；南京28~36℃；盐城26~34℃；扬州28~37℃；徐州27~35℃；镇江27~36℃；常州28~37℃；淮安26~34℃；连云港26~33℃；无锡28~37℃；泰州27~36℃；宿迁27~35℃；苏州28~36℃。 ????????                                            ", 2016-7-31 09:31,5,1,4,微博 weibo.com,E1m7bCpEI
